"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process",154,-0.500080761063115,-1.93882665304315,4.05145266957562e-07,0.000286474535126902,0.000258633882858746,2073,"tags=31%, list=11%, signal=28%","ENSG00000147813/ENSG00000197444/ENSG00000126432/ENSG00000108515/ENSG00000160326/ENSG00000115159/ENSG00000154803/ENSG00000120053/ENSG00000135069/ENSG00000074800/ENSG00000106733/ENSG00000138496/ENSG00000171314/ENSG00000078237/ENSG00000111640/ENSG00000112874/ENSG00000115129/ENSG00000123836/ENSG00000130313/ENSG00000162882/ENSG00000173614/ENSG00000129993/ENSG00000108262/ENSG00000112992/ENSG00000181192/ENSG00000141568/ENSG00000168209/ENSG00000111674/ENSG00000197713/ENSG00000160209/ENSG00000023697/ENSG00000177542/ENSG00000067057/ENSG00000213995/ENSG00000103485/ENSG00000100889/ENSG00000082212/ENSG00000169738/ENSG00000142156/ENSG00000142192/ENSG00000141959/ENSG00000161513/ENSG00000156515/ENSG00000004864/ENSG00000182054/ENSG00000181019/ENSG00000141510/ENSG00000125166"
"GO:0001525","GO:0001525","angiogenesis",407,0.397765931811543,1.67010203925826,5.16200659886021e-07,0.000313119656427934,0.000282689532964873,3687,"tags=36%, list=20%, signal=30%","ENSG00000145147/ENSG00000148848/ENSG00000135046/ENSG00000136574/ENSG00000063245/ENSG00000152270/ENSG00000104332/ENSG00000077782/ENSG00000058668/ENSG00000136999/ENSG00000165168/ENSG00000179348/ENSG00000074842/ENSG00000145423/ENSG00000150093/ENSG00000069667/ENSG00000102755/ENSG00000163513/ENSG00000162434/ENSG00000077463/ENSG00000100292/ENSG00000099250/ENSG00000131845/ENSG00000114209/ENSG00000143878/ENSG00000169855/ENSG00000170365/ENSG00000021645/ENSG00000105419/ENSG00000092969/ENSG00000150630/ENSG00000161671/ENSG00000101346/ENSG00000169418/ENSG00000135048/ENSG00000105855/ENSG00000172889/ENSG00000105287/ENSG00000166292/ENSG00000182718/ENSG00000000005/ENSG00000106025/ENSG00000102678/ENSG00000135766/ENSG00000161999/ENSG00000007968/ENSG00000145632/ENSG00000064300/ENSG00000170989/ENSG00000166025/ENSG00000159216/ENSG00000118257/ENSG00000115414/ENSG00000173376/ENSG00000169330/ENSG00000163382/ENSG00000132170/ENSG00000173083/ENSG00000106392/ENSG00000117525/ENSG00000136826/ENSG00000120093/ENSG00000127329/ENSG00000100644/ENSG00000070495/ENSG00000092421/ENSG00000010810/ENSG00000170381/ENSG00000182871/ENSG00000161638/ENSG00000134013/ENSG00000051382/ENSG00000116016/ENSG00000133216/ENSG00000137801/ENSG00000134250/ENSG00000151617/ENSG00000153560/ENSG00000020181/ENSG00000006327/ENSG00000164619/ENSG00000165757/ENSG00000143537/ENSG00000213853/ENSG00000174804/ENSG00000120899/ENSG00000173402/ENSG00000109458/ENSG00000115170/ENSG00000184113/ENSG00000179388/ENSG00000138795/ENSG00000134853/ENSG00000154188/ENSG00000185359/ENSG00000240583/ENSG00000154928/ENSG00000121966/ENSG00000126458/ENSG00000154305/ENSG00000100147/ENSG00000166086/ENSG00000030582/ENSG00000184481/ENSG00000197405/ENSG00000138639/ENSG00000177283/ENSG00000138792/ENSG00000011405/ENSG00000164532/ENSG00000219438/ENSG00000196411/ENSG00000076706/ENSG00000172071/ENSG00000067900/ENSG00000140199/ENSG00000138448/ENSG00000115310/ENSG00000117461/ENSG00000154124/ENSG00000166501/ENSG00000101230/ENSG00000023191/ENSG00000097007/ENSG00000152804/ENSG00000181555/ENSG00000111961/ENSG00000131669/ENSG00000136451/ENSG00000136280/ENSG00000141448/ENSG00000116044/ENSG00000119541/ENSG00000149948/ENSG00000072134/ENSG00000173039/ENSG00000171608/ENSG00000064651/ENSG00000142871/ENSG00000159899/ENSG00000136868/ENSG00000086062/ENSG00000147649/ENSG00000106004/ENSG00000169429/ENSG00000161791/ENSG00000006638/ENSG00000149177"
"GO:0072521","GO:0072521","purine-containing compound metabolic process",467,-0.375014888058033,-1.64392687531627,5.23342187395621e-07,0.000313119656427934,0.000282689532964873,3186,"tags=31%, list=17%, signal=27%","ENSG00000138430/ENSG00000138400/ENSG00000162813/ENSG00000150768/ENSG00000189283/ENSG00000204389/ENSG00000131069/ENSG00000107798/ENSG00000186364/ENSG00000204388/ENSG00000138617/ENSG00000156110/ENSG00000186010/ENSG00000133315/ENSG00000108479/ENSG00000175567/ENSG00000097021/ENSG00000156136/ENSG00000171174/ENSG00000165629/ENSG00000196839/ENSG00000136521/ENSG00000138801/ENSG00000213465/ENSG00000151726/ENSG00000100714/ENSG00000161542/ENSG00000164258/ENSG00000167107/ENSG00000138413/ENSG00000067225/ENSG00000112667/ENSG00000145439/ENSG00000163541/ENSG00000178127/ENSG00000143774/ENSG00000164398/ENSG00000135390/ENSG00000065135/ENSG00000147813/ENSG00000278540/ENSG00000065989/ENSG00000112972/ENSG00000113161/ENSG00000122824/ENSG00000197444/ENSG00000126432/ENSG00000073578/ENSG00000165996/ENSG00000068120/ENSG00000141127/ENSG00000140598/ENSG00000108515/ENSG00000221988/ENSG00000160326/ENSG00000115159/ENSG00000213965/ENSG00000163344/ENSG00000099810/ENSG00000167863/ENSG00000162390/ENSG00000154803/ENSG00000131473/ENSG00000131844/ENSG00000064763/ENSG00000120053/ENSG00000179761/ENSG00000002330/ENSG00000184227/ENSG00000197977/ENSG00000074800/ENSG00000154027/ENSG00000100938/ENSG00000241837/ENSG00000106733/ENSG00000138496/ENSG00000171314/ENSG00000152782/ENSG00000078237/ENSG00000103150/ENSG00000111640/ENSG00000119673/ENSG00000114779/ENSG00000112874/ENSG00000154930/ENSG00000115129/ENSG00000123836/ENSG00000140876/ENSG00000119689/ENSG00000130313/ENSG00000179630/ENSG00000162882/ENSG00000173614/ENSG00000129993/ENSG00000132341/ENSG00000100226/ENSG00000136159/ENSG00000108262/ENSG00000169710/ENSG00000023228/ENSG00000160191/ENSG00000075399/ENSG00000112992/ENSG00000181192/ENSG00000160305/ENSG00000141568/ENSG00000168209/ENSG00000111674/ENSG00000197713/ENSG00000176974/ENSG00000121281/ENSG00000023697/ENSG00000198931/ENSG00000177542/ENSG00000165609/ENSG00000067057/ENSG00000213995/ENSG00000103202/ENSG00000172992/ENSG00000130414/ENSG00000172340/ENSG00000176715/ENSG00000109576/ENSG00000103485/ENSG00000100889/ENSG00000082212/ENSG00000169738/ENSG00000138363/ENSG00000142156/ENSG00000142192/ENSG00000141959/ENSG00000160194/ENSG00000161513/ENSG00000156515/ENSG00000154723/ENSG00000004864/ENSG00000182054/ENSG00000167508/ENSG00000159131/ENSG00000181019/ENSG00000099256/ENSG00000105329/ENSG00000136143/ENSG00000141510/ENSG00000198075/ENSG00000125166"
"GO:0050673","GO:0050673","epithelial cell proliferation",318,0.415709382983241,1.70944678610896,8.50878331567774e-07,0.000472723690209582,0.000426782657886363,2352,"tags=27%, list=12%, signal=24%","ENSG00000139292/ENSG00000012232/ENSG00000126934/ENSG00000183779/ENSG00000075711/ENSG00000104332/ENSG00000077782/ENSG00000136999/ENSG00000137693/ENSG00000163347/ENSG00000179348/ENSG00000128918/ENSG00000074842/ENSG00000145423/ENSG00000102755/ENSG00000077463/ENSG00000100292/ENSG00000099250/ENSG00000135862/ENSG00000253729/ENSG00000147883/ENSG00000131845/ENSG00000114209/ENSG00000169855/ENSG00000152894/ENSG00000092969/ENSG00000150630/ENSG00000183856/ENSG00000118046/ENSG00000161671/ENSG00000175707/ENSG00000162736/ENSG00000172889/ENSG00000213015/ENSG00000121989/ENSG00000105287/ENSG00000151748/ENSG00000000005/ENSG00000139618/ENSG00000143507/ENSG00000119508/ENSG00000147862/ENSG00000141753/ENSG00000102678/ENSG00000147257/ENSG00000064300/ENSG00000169554/ENSG00000205213/ENSG00000104313/ENSG00000118257/ENSG00000007372/ENSG00000132170/ENSG00000144802/ENSG00000117525/ENSG00000166888/ENSG00000276043/ENSG00000124813/ENSG00000181449/ENSG00000100644/ENSG00000019549/ENSG00000131931/ENSG00000139687/ENSG00000117595/ENSG00000134013/ENSG00000051382/ENSG00000116285/ENSG00000137801/ENSG00000134250/ENSG00000111424/ENSG00000164619/ENSG00000081189/ENSG00000165757/ENSG00000117139/ENSG00000147044/ENSG00000126778/ENSG00000002745/ENSG00000114315/ENSG00000100625/ENSG00000179388/ENSG00000204217/ENSG00000124782/ENSG00000198663/ENSG00000198753/ENSG00000030582/ENSG00000197405"
"GO:0006007","GO:0006007","glucose catabolic process",21,-0.815403896812507,-2.18853399207939,1.00856939366639e-06,0.000522976849595814,0.000472152029834983,2376,"tags=62%, list=13%, signal=54%","ENSG00000067225/ENSG00000108515/ENSG00000002330/ENSG00000074800/ENSG00000171314/ENSG00000078237/ENSG00000123836/ENSG00000141568/ENSG00000111674/ENSG00000067057/ENSG00000141959/ENSG00000156515/ENSG00000141510"
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process",451,-0.369129687155512,-1.61646491282981,1.07871159651567e-06,0.000524388674856178,0.000473426648707632,2899,"tags=29%, list=15%, signal=25%","ENSG00000116833/ENSG00000122971/ENSG00000204228/ENSG00000196177/ENSG00000127884/ENSG00000108479/ENSG00000197894/ENSG00000175567/ENSG00000097021/ENSG00000074696/ENSG00000159445/ENSG00000117859/ENSG00000006025/ENSG00000085662/ENSG00000213465/ENSG00000166816/ENSG00000151726/ENSG00000099377/ENSG00000242612/ENSG00000167315/ENSG00000167107/ENSG00000138413/ENSG00000067225/ENSG00000145439/ENSG00000106853/ENSG00000143320/ENSG00000130005/ENSG00000164398/ENSG00000114115/ENSG00000142208/ENSG00000126368/ENSG00000116171/ENSG00000172817/ENSG00000101670/ENSG00000278540/ENSG00000197444/ENSG00000165996/ENSG00000133422/ENSG00000083535/ENSG00000108515/ENSG00000160326/ENSG00000164751/ENSG00000213965/ENSG00000104325/ENSG00000188921/ENSG00000130703/ENSG00000092621/ENSG00000162390/ENSG00000101255/ENSG00000140374/ENSG00000154803/ENSG00000131473/ENSG00000184227/ENSG00000103066/ENSG00000104823/ENSG00000197977/ENSG00000072210/ENSG00000052802/ENSG00000074800/ENSG00000159228/ENSG00000072506/ENSG00000213585/ENSG00000120254/ENSG00000157184/ENSG00000165175/ENSG00000171314/ENSG00000120437/ENSG00000178752/ENSG00000100344/ENSG00000186480/ENSG00000078237/ENSG00000103150/ENSG00000111640/ENSG00000119673/ENSG00000154930/ENSG00000123836/ENSG00000157404/ENSG00000140876/ENSG00000175198/ENSG00000162882/ENSG00000164120/ENSG00000093144/ENSG00000129993/ENSG00000138796/ENSG00000068903/ENSG00000108262/ENSG00000112357/ENSG00000159346/ENSG00000169710/ENSG00000185238/ENSG00000176055/ENSG00000167600/ENSG00000213366/ENSG00000149313/ENSG00000120992/ENSG00000093010/ENSG00000114054/ENSG00000107537/ENSG00000181192/ENSG00000156521/ENSG00000141568/ENSG00000168209/ENSG00000025434/ENSG00000111674/ENSG00000115361/ENSG00000111725/ENSG00000110958/ENSG00000067057/ENSG00000130208/ENSG00000184254/ENSG00000117054/ENSG00000176715/ENSG00000100889/ENSG00000082212/ENSG00000169738/ENSG00000099194/ENSG00000130766/ENSG00000142156/ENSG00000142192/ENSG00000141959/ENSG00000185950/ENSG00000110090/ENSG00000156515/ENSG00000149485/ENSG00000130513/ENSG00000172831/ENSG00000182054/ENSG00000159267/ENSG00000134824/ENSG00000102910/ENSG00000141510/ENSG00000112294"
"GO:0009117","GO:0009117","nucleotide metabolic process",416,-0.376161305416148,-1.63268315889433,1.48176037243773e-06,0.000677948951577686,0.000612063371178457,3186,"tags=30%, list=17%, signal=26%","ENSG00000138430/ENSG00000138400/ENSG00000162813/ENSG00000189283/ENSG00000204389/ENSG00000107798/ENSG00000186364/ENSG00000204388/ENSG00000025708/ENSG00000138617/ENSG00000156110/ENSG00000186010/ENSG00000168393/ENSG00000108479/ENSG00000175567/ENSG00000134326/ENSG00000156136/ENSG00000171174/ENSG00000165629/ENSG00000196839/ENSG00000139372/ENSG00000136521/ENSG00000138801/ENSG00000213465/ENSG00000100714/ENSG00000161542/ENSG00000164258/ENSG00000138413/ENSG00000067225/ENSG00000112667/ENSG00000178127/ENSG00000143774/ENSG00000157353/ENSG00000135390/ENSG00000065135/ENSG00000147813/ENSG00000065989/ENSG00000122824/ENSG00000197444/ENSG00000126432/ENSG00000073578/ENSG00000068120/ENSG00000141127/ENSG00000140598/ENSG00000108515/ENSG00000160326/ENSG00000115159/ENSG00000167863/ENSG00000085231/ENSG00000205309/ENSG00000154803/ENSG00000120053/ENSG00000002330/ENSG00000074800/ENSG00000154027/ENSG00000100938/ENSG00000241837/ENSG00000106733/ENSG00000138496/ENSG00000171314/ENSG00000078237/ENSG00000111640/ENSG00000171793/ENSG00000114779/ENSG00000112874/ENSG00000115129/ENSG00000123836/ENSG00000130313/ENSG00000179630/ENSG00000173786/ENSG00000162882/ENSG00000173614/ENSG00000129993/ENSG00000132341/ENSG00000155085/ENSG00000100226/ENSG00000136159/ENSG00000108262/ENSG00000048392/ENSG00000023228/ENSG00000166548/ENSG00000160191/ENSG00000047230/ENSG00000075399/ENSG00000112992/ENSG00000181192/ENSG00000141568/ENSG00000168209/ENSG00000111674/ENSG00000197713/ENSG00000176974/ENSG00000121281/ENSG00000102967/ENSG00000023697/ENSG00000198931/ENSG00000177542/ENSG00000165609/ENSG00000067057/ENSG00000213995/ENSG00000103202/ENSG00000130414/ENSG00000103485/ENSG00000176890/ENSG00000100889/ENSG00000082212/ENSG00000169738/ENSG00000138363/ENSG00000142156/ENSG00000142192/ENSG00000129187/ENSG00000141959/ENSG00000160194/ENSG00000161513/ENSG00000156515/ENSG00000154723/ENSG00000004864/ENSG00000182054/ENSG00000159131/ENSG00000181019/ENSG00000136104/ENSG00000105329/ENSG00000141510/ENSG00000065427/ENSG00000198075/ENSG00000125166"
"GO:0045765","GO:0045765","regulation of angiogenesis",210,0.453376736003554,1.78042563022417,3.14301666646616e-06,0.00129175819742535,0.00116622036987245,3685,"tags=40%, list=20%, signal=32%","ENSG00000148848/ENSG00000136574/ENSG00000063245/ENSG00000152270/ENSG00000104332/ENSG00000058668/ENSG00000165168/ENSG00000179348/ENSG00000074842/ENSG00000145423/ENSG00000150093/ENSG00000102755/ENSG00000163513/ENSG00000162434/ENSG00000077463/ENSG00000100292/ENSG00000099250/ENSG00000131845/ENSG00000114209/ENSG00000143878/ENSG00000170365/ENSG00000092969/ENSG00000150630/ENSG00000161671/ENSG00000169418/ENSG00000135048/ENSG00000105855/ENSG00000105287/ENSG00000000005/ENSG00000106025/ENSG00000135766/ENSG00000161999/ENSG00000007968/ENSG00000145632/ENSG00000159216/ENSG00000169330/ENSG00000163382/ENSG00000132170/ENSG00000117525/ENSG00000136826/ENSG00000100644/ENSG00000092421/ENSG00000010810/ENSG00000170381/ENSG00000161638/ENSG00000051382/ENSG00000137801/ENSG00000020181/ENSG00000164619/ENSG00000165757/ENSG00000213853/ENSG00000120899/ENSG00000109458/ENSG00000184113/ENSG00000185359/ENSG00000240583/ENSG00000121966/ENSG00000126458/ENSG00000030582/ENSG00000184481/ENSG00000197405/ENSG00000219438/ENSG00000067900/ENSG00000115310/ENSG00000166501/ENSG00000101230/ENSG00000023191/ENSG00000097007/ENSG00000152804/ENSG00000111961/ENSG00000131669/ENSG00000136280/ENSG00000141448/ENSG00000116044/ENSG00000149948/ENSG00000072134/ENSG00000173039/ENSG00000171608/ENSG00000064651/ENSG00000147649/ENSG00000106004/ENSG00000169429/ENSG00000006638"
"GO:0044283","GO:0044283","small molecule biosynthetic process",448,-0.364399160750413,-1.59573057838635,3.15549058255101e-06,0.00129175819742535,0.00116622036987245,2714,"tags=28%, list=14%, signal=25%","ENSG00000100979/ENSG00000097021/ENSG00000074696/ENSG00000135821/ENSG00000108439/ENSG00000196839/ENSG00000117859/ENSG00000065154/ENSG00000147155/ENSG00000006025/ENSG00000143811/ENSG00000085662/ENSG00000110871/ENSG00000116761/ENSG00000100714/ENSG00000099377/ENSG00000242612/ENSG00000167315/ENSG00000182551/ENSG00000165389/ENSG00000060982/ENSG00000112667/ENSG00000145439/ENSG00000177076/ENSG00000130005/ENSG00000132196/ENSG00000114115/ENSG00000126368/ENSG00000116171/ENSG00000172817/ENSG00000148459/ENSG00000101670/ENSG00000278540/ENSG00000112972/ENSG00000113161/ENSG00000165996/ENSG00000083535/ENSG00000108515/ENSG00000150787/ENSG00000164300/ENSG00000188921/ENSG00000163344/ENSG00000099810/ENSG00000130703/ENSG00000092621/ENSG00000101255/ENSG00000111012/ENSG00000137700/ENSG00000160752/ENSG00000131473/ENSG00000120053/ENSG00000132570/ENSG00000135069/ENSG00000197977/ENSG00000197943/ENSG00000148672/ENSG00000085871/ENSG00000052802/ENSG00000074800/ENSG00000275052/ENSG00000159228/ENSG00000128039/ENSG00000072506/ENSG00000160200/ENSG00000120254/ENSG00000165175/ENSG00000143815/ENSG00000067064/ENSG00000171314/ENSG00000178752/ENSG00000145293/ENSG00000186480/ENSG00000149089/ENSG00000103150/ENSG00000154930/ENSG00000146151/ENSG00000162676/ENSG00000162882/ENSG00000117305/ENSG00000149809/ENSG00000182199/ENSG00000128272/ENSG00000068903/ENSG00000169710/ENSG00000185238/ENSG00000070669/ENSG00000150907/ENSG00000166548/ENSG00000146733/ENSG00000213366/ENSG00000149313/ENSG00000171163/ENSG00000025434/ENSG00000111674/ENSG00000115361/ENSG00000176974/ENSG00000160209/ENSG00000111725/ENSG00000123815/ENSG00000188690/ENSG00000110958/ENSG00000198931/ENSG00000151552/ENSG00000130203/ENSG00000130208/ENSG00000184254/ENSG00000117054/ENSG00000176715/ENSG00000100889/ENSG00000274276/ENSG00000099194/ENSG00000130707/ENSG00000130766/ENSG00000129187/ENSG00000140943/ENSG00000149485/ENSG00000004864/ENSG00000086475/ENSG00000078549/ENSG00000167508/ENSG00000088682/ENSG00000099256/ENSG00000134824/ENSG00000136143/ENSG00000160285/ENSG00000125166/ENSG00000105655"
"GO:0008544","GO:0008544","epidermis development",247,0.434672160049882,1.73846502746543,4.14420811912572e-06,0.00161168253752799,0.00145505328224672,2532,"tags=30%, list=13%, signal=27%","ENSG00000139292/ENSG00000164687/ENSG00000012232/ENSG00000135046/ENSG00000104290/ENSG00000168615/ENSG00000104763/ENSG00000105229/ENSG00000077782/ENSG00000083444/ENSG00000101846/ENSG00000143631/ENSG00000169692/ENSG00000137693/ENSG00000163347/ENSG00000158813/ENSG00000171105/ENSG00000075426/ENSG00000164659/ENSG00000164379/ENSG00000092969/ENSG00000124216/ENSG00000137474/ENSG00000175707/ENSG00000105976/ENSG00000171791/ENSG00000165124/ENSG00000151748/ENSG00000127863/ENSG00000129437/ENSG00000017260/ENSG00000149418/ENSG00000064300/ENSG00000205213/ENSG00000120756/ENSG00000007372/ENSG00000110723/ENSG00000132842/ENSG00000166145/ENSG00000173083/ENSG00000010361/ENSG00000144802/ENSG00000114270/ENSG00000136826/ENSG00000197915/ENSG00000164930/ENSG00000117595/ENSG00000033867/ENSG00000003137/ENSG00000027075/ENSG00000112473/ENSG00000116285/ENSG00000111424/ENSG00000138814/ENSG00000265972/ENSG00000107984/ENSG00000196878/ENSG00000066322/ENSG00000002745/ENSG00000114315/ENSG00000134531/ENSG00000182197/ENSG00000120149/ENSG00000117425/ENSG00000150457/ENSG00000171720/ENSG00000214336/ENSG00000242866/ENSG00000122641/ENSG00000116990/ENSG00000186716/ENSG00000175832/ENSG00000116478/ENSG00000148154/ENSG00000106397"
"GO:0007169","GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway",497,0.363071432732189,1.54404623227343,1.1234789782782e-05,0.00416115213954657,0.00375675602210218,2857,"tags=27%, list=15%, signal=24%","ENSG00000108861/ENSG00000196660/ENSG00000104660/ENSG00000104635/ENSG00000141968/ENSG00000188153/ENSG00000170962/ENSG00000126934/ENSG00000213024/ENSG00000077782/ENSG00000197565/ENSG00000196365/ENSG00000160145/ENSG00000135333/ENSG00000180370/ENSG00000150093/ENSG00000102755/ENSG00000162434/ENSG00000099250/ENSG00000168477/ENSG00000150938/ENSG00000171105/ENSG00000173805/ENSG00000070159/ENSG00000169855/ENSG00000150630/ENSG00000197594/ENSG00000178568/ENSG00000138675/ENSG00000164161/ENSG00000184349/ENSG00000104213/ENSG00000204673/ENSG00000113083/ENSG00000105976/ENSG00000180730/ENSG00000104368/ENSG00000046651/ENSG00000144868/ENSG00000149212/ENSG00000160867/ENSG00000165124/ENSG00000105287/ENSG00000132376/ENSG00000213949/ENSG00000013588/ENSG00000044524/ENSG00000105767/ENSG00000177570/ENSG00000119508/ENSG00000141753/ENSG00000102678/ENSG00000156642/ENSG00000108821/ENSG00000064300/ENSG00000127418/ENSG00000116106/ENSG00000103197/ENSG00000118257/ENSG00000125650/ENSG00000010361/ENSG00000117525/ENSG00000166888/ENSG00000176697/ENSG00000182985/ENSG00000169891/ENSG00000197969/ENSG00000115355/ENSG00000124813/ENSG00000163785/ENSG00000162733/ENSG00000141441/ENSG00000100644/ENSG00000113070/ENSG00000092421/ENSG00000010810/ENSG00000150347/ENSG00000111859/ENSG00000161638/ENSG00000004799/ENSG00000051382/ENSG00000116285/ENSG00000134982/ENSG00000133216/ENSG00000137801/ENSG00000020181/ENSG00000013364/ENSG00000169252/ENSG00000265972/ENSG00000165757/ENSG00000176945/ENSG00000174804/ENSG00000120899/ENSG00000177879/ENSG00000107104/ENSG00000125508/ENSG00000109458/ENSG00000139174/ENSG00000117984/ENSG00000106538/ENSG00000182197/ENSG00000132356/ENSG00000134243/ENSG00000100485/ENSG00000144655/ENSG00000134853/ENSG00000154188/ENSG00000185359/ENSG00000154928/ENSG00000109756/ENSG00000125845/ENSG00000184481/ENSG00000184163/ENSG00000145431/ENSG00000010610/ENSG00000011405/ENSG00000168398/ENSG00000112851/ENSG00000142513/ENSG00000196411/ENSG00000166225/ENSG00000103994/ENSG00000136856/ENSG00000172071/ENSG00000109321/ENSG00000184557/ENSG00000254087/ENSG00000157764/ENSG00000138193/ENSG00000168546/ENSG00000019991/ENSG00000115310/ENSG00000117461/ENSG00000163659/ENSG00000068971"
"GO:1901605","GO:1901605","alpha-amino acid metabolic process",151,-0.471109076658199,-1.82758917386882,1.24522243920354e-05,0.00419023418136451,0.00378301176379839,3227,"tags=40%, list=17%, signal=34%","ENSG00000136371/ENSG00000137944/ENSG00000183010/ENSG00000166840/ENSG00000269858/ENSG00000196177/ENSG00000175567/ENSG00000089250/ENSG00000135821/ENSG00000065154/ENSG00000143811/ENSG00000114021/ENSG00000116761/ENSG00000100714/ENSG00000182551/ENSG00000060982/ENSG00000156017/ENSG00000104044/ENSG00000100116/ENSG00000164300/ENSG00000099810/ENSG00000092621/ENSG00000185818/ENSG00000177181/ENSG00000131844/ENSG00000120053/ENSG00000179761/ENSG00000132570/ENSG00000135069/ENSG00000148672/ENSG00000072506/ENSG00000160200/ENSG00000091483/ENSG00000198130/ENSG00000162174/ENSG00000145293/ENSG00000149089/ENSG00000133943/ENSG00000119689/ENSG00000146151/ENSG00000162882/ENSG00000159423/ENSG00000117305/ENSG00000132330/ENSG00000182199/ENSG00000128272/ENSG00000070669/ENSG00000146733/ENSG00000149313/ENSG00000132541/ENSG00000176974/ENSG00000183032/ENSG00000151552/ENSG00000007171/ENSG00000109576/ENSG00000274276/ENSG00000130707/ENSG00000086475/ENSG00000166123/ENSG00000112294/ENSG00000125166"
"GO:1901342","GO:1901342","regulation of vasculature development",214,0.4439886605629,1.74584093673543,1.29294960597516e-05,0.00419023418136451,0.00378301176379839,2352,"tags=29%, list=12%, signal=26%","ENSG00000148848/ENSG00000136574/ENSG00000063245/ENSG00000152270/ENSG00000104332/ENSG00000058668/ENSG00000165168/ENSG00000179348/ENSG00000074842/ENSG00000145423/ENSG00000150093/ENSG00000102755/ENSG00000163513/ENSG00000162434/ENSG00000077463/ENSG00000100292/ENSG00000099250/ENSG00000131845/ENSG00000114209/ENSG00000143878/ENSG00000170365/ENSG00000092969/ENSG00000150630/ENSG00000161671/ENSG00000169418/ENSG00000135048/ENSG00000105855/ENSG00000105287/ENSG00000000005/ENSG00000106025/ENSG00000135766/ENSG00000161999/ENSG00000007968/ENSG00000145632/ENSG00000137845/ENSG00000159216/ENSG00000169330/ENSG00000163382/ENSG00000132170/ENSG00000117525/ENSG00000136826/ENSG00000100644/ENSG00000092421/ENSG00000010810/ENSG00000170381/ENSG00000161638/ENSG00000051382/ENSG00000137801/ENSG00000020181/ENSG00000164619/ENSG00000165757/ENSG00000213853/ENSG00000120899/ENSG00000109458/ENSG00000184113/ENSG00000185359/ENSG00000240583/ENSG00000121966/ENSG00000126458/ENSG00000030582/ENSG00000184481/ENSG00000197405"
"GO:0060485","GO:0060485","mesenchyme development",269,0.413800852497382,1.66557448931885,1.19245019853964e-05,0.00419023418136451,0.00378301176379839,3014,"tags=34%, list=16%, signal=29%","ENSG00000136574/ENSG00000125912/ENSG00000183779/ENSG00000170558/ENSG00000149294/ENSG00000104332/ENSG00000077782/ENSG00000137693/ENSG00000128918/ENSG00000145423/ENSG00000163513/ENSG00000099250/ENSG00000168477/ENSG00000049130/ENSG00000124766/ENSG00000144824/ENSG00000169855/ENSG00000092969/ENSG00000178568/ENSG00000124216/ENSG00000141424/ENSG00000171791/ENSG00000137273/ENSG00000260001/ENSG00000166292/ENSG00000044524/ENSG00000104899/ENSG00000102678/ENSG00000135111/ENSG00000018408/ENSG00000108821/ENSG00000116106/ENSG00000118257/ENSG00000153993/ENSG00000007372/ENSG00000115414/ENSG00000148204/ENSG00000170577/ENSG00000010361/ENSG00000100644/ENSG00000019549/ENSG00000092421/ENSG00000184937/ENSG00000170381/ENSG00000129514/ENSG00000251493/ENSG00000075223/ENSG00000134013/ENSG00000143434/ENSG00000168140/ENSG00000134982/ENSG00000151617/ENSG00000074219/ENSG00000081189/ENSG00000143537/ENSG00000213853/ENSG00000107984/ENSG00000167680/ENSG00000198369/ENSG00000126778/ENSG00000143632/ENSG00000187764/ENSG00000173402/ENSG00000002745/ENSG00000114315/ENSG00000139174/ENSG00000100625/ENSG00000115170/ENSG00000182197/ENSG00000120149/ENSG00000138795/ENSG00000185033/ENSG00000204217/ENSG00000125845/ENSG00000169762/ENSG00000171862/ENSG00000188766/ENSG00000169946/ENSG00000164442/ENSG00000173068/ENSG00000176788/ENSG00000164532/ENSG00000112183/ENSG00000185008/ENSG00000067900/ENSG00000019991/ENSG00000115310/ENSG00000125798/ENSG00000070814/ENSG00000116525/ENSG00000113575"
