"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006261","GO:0006261","DNA-templated DNA replication",151,-0.543744773980524,-1.9928179353619,6.81051993884667e-07,0.00018266284167017,0.000154800275343223,2657,"tags=32%, list=14%, signal=28%","ENSG00000111875/ENSG00000111445/ENSG00000013573/ENSG00000132383/ENSG00000165891/ENSG00000112312/ENSG00000173145/ENSG00000005156/ENSG00000205978/ENSG00000164306/ENSG00000197771/ENSG00000197299/ENSG00000140521/ENSG00000111877/ENSG00000100479/ENSG00000097046/ENSG00000142453/ENSG00000049541/ENSG00000147601/ENSG00000138346/ENSG00000166508/ENSG00000124535/ENSG00000143799/ENSG00000105173/ENSG00000143971/ENSG00000101773/ENSG00000104320/ENSG00000100297/ENSG00000112118/ENSG00000069275/ENSG00000065268/ENSG00000077782/ENSG00000185129/ENSG00000160949/ENSG00000077514/ENSG00000104738/ENSG00000005007/ENSG00000166801/ENSG00000062822/ENSG00000276644/ENSG00000181938/ENSG00000091651/ENSG00000105486/ENSG00000133119/ENSG00000159147/ENSG00000167513/ENSG00000132604/ENSG00000168411"
"GO:0002009","GO:0002009","morphogenesis of an epithelium",411,0.372827149053062,1.64062611173933,7.22174703036968e-07,0.000187235828007384,0.000158675718962017,2053,"tags=25%, list=11%, signal=22%","ENSG00000145147/ENSG00000144339/ENSG00000125845/ENSG00000075711/ENSG00000139292/ENSG00000019549/ENSG00000114209/ENSG00000147257/ENSG00000198836/ENSG00000026508/ENSG00000150630/ENSG00000092969/ENSG00000099250/ENSG00000124216/ENSG00000184937/ENSG00000145423/ENSG00000137693/ENSG00000136826/ENSG00000150093/ENSG00000164161/ENSG00000156925/ENSG00000145536/ENSG00000104332/ENSG00000170577/ENSG00000125848/ENSG00000113070/ENSG00000196588/ENSG00000153976/ENSG00000164379/ENSG00000005073/ENSG00000147655/ENSG00000162849/ENSG00000143878/ENSG00000100644/ENSG00000138448/ENSG00000149418/ENSG00000163513/ENSG00000075223/ENSG00000139515/ENSG00000106397/ENSG00000114315/ENSG00000144824/ENSG00000173402/ENSG00000130635/ENSG00000121966/ENSG00000105976/ENSG00000120149/ENSG00000114251/ENSG00000122691/ENSG00000162998/ENSG00000128713/ENSG00000101384/ENSG00000138798/ENSG00000182197/ENSG00000108773/ENSG00000164532/ENSG00000153936/ENSG00000082781/ENSG00000082175/ENSG00000064300/ENSG00000135111/ENSG00000097007/ENSG00000128714/ENSG00000103811/ENSG00000135333/ENSG00000124145/ENSG00000178568/ENSG00000113580/ENSG00000081189/ENSG00000182742/ENSG00000152661/ENSG00000142867/ENSG00000115415/ENSG00000136280/ENSG00000131759/ENSG00000142871/ENSG00000205213/ENSG00000142627/ENSG00000002745/ENSG00000115461/ENSG00000164056/ENSG00000080815/ENSG00000106004/ENSG00000104290/ENSG00000151617/ENSG00000198959/ENSG00000103197/ENSG00000040531/ENSG00000109321/ENSG00000111424/ENSG00000134250/ENSG00000048342/ENSG00000177697/ENSG00000196576/ENSG00000136574/ENSG00000184557/ENSG00000085741/ENSG00000159184/ENSG00000138639/ENSG00000115170/ENSG00000112378"
"GO:0002011","GO:0002011","morphogenesis of an epithelial sheet",55,0.640661114192048,2.16796477421599,7.66668325691592e-07,0.00019068037960551,0.000161594854189239,2533,"tags=45%, list=13%, signal=39%","ENSG00000144339/ENSG00000114209/ENSG00000026508/ENSG00000150093/ENSG00000125848/ENSG00000113070/ENSG00000196588/ENSG00000138448/ENSG00000144824/ENSG00000173402/ENSG00000130635/ENSG00000120149/ENSG00000114251/ENSG00000101384/ENSG00000164532/ENSG00000082781/ENSG00000182742/ENSG00000142871/ENSG00000134250/ENSG00000177697/ENSG00000138639/ENSG00000129474/ENSG00000162493/ENSG00000171862/ENSG00000204580"
"GO:0007409","GO:0007409","axonogenesis",376,0.389541624779651,1.71129486420577,7.84491147772733e-07,0.00019068037960551,0.000161594854189239,2888,"tags=32%, list=15%, signal=28%","ENSG00000184613/ENSG00000018236/ENSG00000106278/ENSG00000145147/ENSG00000174013/ENSG00000180370/ENSG00000129682/ENSG00000149294/ENSG00000106123/ENSG00000169750/ENSG00000137285/ENSG00000169067/ENSG00000184347/ENSG00000099250/ENSG00000198689/ENSG00000021645/ENSG00000176697/ENSG00000160145/ENSG00000152784/ENSG00000145242/ENSG00000151490/ENSG00000150093/ENSG00000117298/ENSG00000136603/ENSG00000125848/ENSG00000100503/ENSG00000077264/ENSG00000118257/ENSG00000016082/ENSG00000198910/ENSG00000185033/ENSG00000166963/ENSG00000075223/ENSG00000153234/ENSG00000156642/ENSG00000100285/ENSG00000173402/ENSG00000149557/ENSG00000007372/ENSG00000138623/ENSG00000114251/ENSG00000147862/ENSG00000164885/ENSG00000182197/ENSG00000132932/ENSG00000148053/ENSG00000067141/ENSG00000198753/ENSG00000149930/ENSG00000064300/ENSG00000204217/ENSG00000176101/ENSG00000143434/ENSG00000078618/ENSG00000097007/ENSG00000006468/ENSG00000119866/ENSG00000135333/ENSG00000083290/ENSG00000132639/ENSG00000127870/ENSG00000137872/ENSG00000105649/ENSG00000130827/ENSG00000137261/ENSG00000074181/ENSG00000133216/ENSG00000080815/ENSG00000164742/ENSG00000104290/ENSG00000151617/ENSG00000114999/ENSG00000243364/ENSG00000078018/ENSG00000169375/ENSG00000154277/ENSG00000170017/ENSG00000151150/ENSG00000130479/ENSG00000140443/ENSG00000134250/ENSG00000010810/ENSG00000108947/ENSG00000196576/ENSG00000162490/ENSG00000183317/ENSG00000169032/ENSG00000197892/ENSG00000073803/ENSG00000177169/ENSG00000011201/ENSG00000105245/ENSG00000171956/ENSG00000080371/ENSG00000106683/ENSG00000203879/ENSG00000154928/ENSG00000143032/ENSG00000171862/ENSG00000105426/ENSG00000092421/ENSG00000111962/ENSG00000135622/ENSG00000166313/ENSG00000101126/ENSG00000171791/ENSG00000182704/ENSG00000182580/ENSG00000197555/ENSG00000072518/ENSG00000106571/ENSG00000124486/ENSG00000085433/ENSG00000038382/ENSG00000196338/ENSG00000167702/ENSG00000187764/ENSG00000170340/ENSG00000105711/ENSG00000198198/ENSG00000187688"
"GO:1901342","GO:1901342","regulation of vasculature development",214,0.448717211084856,1.88228583991262,9.52842880279144e-07,0.000207462457307261,0.000175817069420913,1720,"tags=26%, list=9%, signal=24%","ENSG00000148848/ENSG00000114209/ENSG00000179348/ENSG00000150630/ENSG00000092969/ENSG00000102755/ENSG00000145632/ENSG00000099250/ENSG00000145423/ENSG00000106025/ENSG00000136826/ENSG00000150093/ENSG00000170365/ENSG00000104332/ENSG00000169429/ENSG00000105855/ENSG00000135048/ENSG00000030582/ENSG00000152270/ENSG00000138061/ENSG00000007968/ENSG00000143878/ENSG00000163382/ENSG00000016082/ENSG00000137845/ENSG00000161999/ENSG00000100644/ENSG00000163513/ENSG00000166501/ENSG00000131669/ENSG00000118503/ENSG00000121966/ENSG00000051382/ENSG00000114251/ENSG00000184481/ENSG00000122691/ENSG00000112531/ENSG00000116717/ENSG00000184113/ENSG00000097007/ENSG00000023191/ENSG00000160691/ENSG00000103811/ENSG00000101230/ENSG00000136235/ENSG00000115415/ENSG00000136280/ENSG00000135766/ENSG00000142627/ENSG00000147649/ENSG00000117525/ENSG00000106004/ENSG00000137801/ENSG00000111961/ENSG00000198959/ENSG00000165757"
"GO:0043588","GO:0043588","skin development",200,0.45095857769047,1.85889662575075,9.60227367325972e-07,0.000207462457307261,0.000175817069420913,2674,"tags=34%, list=14%, signal=30%","ENSG00000139292/ENSG00000135046/ENSG00000163347/ENSG00000092969/ENSG00000177628/ENSG00000124216/ENSG00000137693/ENSG00000126821/ENSG00000136826/ENSG00000075426/ENSG00000118898/ENSG00000150457/ENSG00000127863/ENSG00000107984/ENSG00000265972/ENSG00000164379/ENSG00000104763/ENSG00000168615/ENSG00000108821/ENSG00000149418/ENSG00000113369/ENSG00000027075/ENSG00000151748/ENSG00000130635/ENSG00000124762/ENSG00000158813/ENSG00000105976/ENSG00000120149/ENSG00000007372/ENSG00000114251/ENSG00000012232/ENSG00000134317/ENSG00000080573/ENSG00000091409/ENSG00000144802/ENSG00000101384/ENSG00000128016/ENSG00000182197/ENSG00000132932/ENSG00000064300/ENSG00000122641/ENSG00000221926/ENSG00000178209/ENSG00000123364/ENSG00000185668/ENSG00000066322/ENSG00000205213/ENSG00000142627/ENSG00000002745/ENSG00000115461/ENSG00000080815/ENSG00000197496/ENSG00000104290/ENSG00000196591/ENSG00000204103/ENSG00000111424/ENSG00000186716/ENSG00000138814/ENSG00000169032/ENSG00000112473/ENSG00000167114/ENSG00000116285/ENSG00000105229/ENSG00000165272/ENSG00000143631/ENSG00000171791/ENSG00000159450/ENSG00000197191/ENSG00000126705"
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway",305,0.401292513144124,1.73203848450213,9.55122035353802e-07,0.000207462457307261,0.000175817069420913,2143,"tags=30%, list=11%, signal=27%","ENSG00000163430/ENSG00000125845/ENSG00000147257/ENSG00000130513/ENSG00000092969/ENSG00000147883/ENSG00000150938/ENSG00000153071/ENSG00000145423/ENSG00000102678/ENSG00000188522/ENSG00000136999/ENSG00000170365/ENSG00000152894/ENSG00000163328/ENSG00000136603/ENSG00000150457/ENSG00000104332/ENSG00000107984/ENSG00000105855/ENSG00000123612/ENSG00000109332/ENSG00000049323/ENSG00000170801/ENSG00000156466/ENSG00000180875/ENSG00000103512/ENSG00000171310/ENSG00000138829/ENSG00000197415/ENSG00000168615/ENSG00000162599/ENSG00000121989/ENSG00000163513/ENSG00000114315/ENSG00000157240/ENSG00000018408/ENSG00000137834/ENSG00000120149/ENSG00000134986/ENSG00000123384/ENSG00000114251/ENSG00000174136/ENSG00000242265/ENSG00000168140/ENSG00000095739/ENSG00000164659/ENSG00000182197/ENSG00000164532/ENSG00000067141/ENSG00000082781/ENSG00000122641/ENSG00000204217/ENSG00000184113/ENSG00000097007/ENSG00000103226/ENSG00000137090/ENSG00000166033/ENSG00000147255/ENSG00000142871/ENSG00000044574/ENSG00000137261/ENSG00000170345/ENSG00000115306/ENSG00000133895/ENSG00000164056/ENSG00000113083/ENSG00000135414/ENSG00000125912/ENSG00000119699/ENSG00000197496/ENSG00000177606/ENSG00000137801/ENSG00000090539/ENSG00000196591/ENSG00000005339/ENSG00000108854/ENSG00000169375/ENSG00000050165/ENSG00000134250/ENSG00000198369/ENSG00000138604/ENSG00000169554/ENSG00000136574/ENSG00000129515/ENSG00000115170/ENSG00000187045/ENSG00000100324/ENSG00000204531/ENSG00000136715/ENSG00000132170"
"GO:0009611","GO:0009611","response to wounding",416,0.372339462715522,1.6419969275854,8.80245863837809e-07,0.000207462457307261,0.000175817069420913,2668,"tags=30%, list=14%, signal=26%","ENSG00000144339/ENSG00000114209/ENSG00000135046/ENSG00000179348/ENSG00000163347/ENSG00000076706/ENSG00000026508/ENSG00000092969/ENSG00000079215/ENSG00000099250/ENSG00000116711/ENSG00000137693/ENSG00000136826/ENSG00000197747/ENSG00000150093/ENSG00000118898/ENSG00000165124/ENSG00000124942/ENSG00000125848/ENSG00000113070/ENSG00000006327/ENSG00000196588/ENSG00000030582/ENSG00000165775/ENSG00000100644/ENSG00000182718/ENSG00000138448/ENSG00000141968/ENSG00000162599/ENSG00000136859/ENSG00000086062/ENSG00000105767/ENSG00000166311/ENSG00000144824/ENSG00000146535/ENSG00000118503/ENSG00000173402/ENSG00000130635/ENSG00000124762/ENSG00000121966/ENSG00000120149/ENSG00000115486/ENSG00000007372/ENSG00000057019/ENSG00000134986/ENSG00000160323/ENSG00000051382/ENSG00000114251/ENSG00000147862/ENSG00000012232/ENSG00000118523/ENSG00000143418/ENSG00000144802/ENSG00000128016/ENSG00000182197/ENSG00000138119/ENSG00000067141/ENSG00000082781/ENSG00000044115/ENSG00000173376/ENSG00000175197/ENSG00000171155/ENSG00000181467/ENSG00000116266/ENSG00000178209/ENSG00000198663/ENSG00000159176/ENSG00000124145/ENSG00000159307/ENSG00000164695/ENSG00000001561/ENSG00000154188/ENSG00000198682/ENSG00000164251/ENSG00000142871/ENSG00000105649/ENSG00000137261/ENSG00000085063/ENSG00000133216/ENSG00000167004/ENSG00000003436/ENSG00000117525/ENSG00000114646/ENSG00000151617/ENSG00000137801/ENSG00000184500/ENSG00000138834/ENSG00000155760/ENSG00000102265/ENSG00000138185/ENSG00000105825/ENSG00000140443/ENSG00000134250/ENSG00000177697/ENSG00000147457/ENSG00000136574/ENSG00000138814/ENSG00000159184/ENSG00000169032/ENSG00000138639/ENSG00000186907/ENSG00000135919/ENSG00000204531/ENSG00000116044/ENSG00000127324/ENSG00000132170/ENSG00000129474/ENSG00000154305/ENSG00000162493/ENSG00000196562/ENSG00000165215/ENSG00000171862/ENSG00000105426/ENSG00000112033/ENSG00000181104/ENSG00000204580/ENSG00000160712/ENSG00000100292/ENSG00000011422/ENSG00000164111/ENSG00000152518/ENSG00000171791/ENSG00000182704/ENSG00000175592"
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation",494,0.358355568905345,1.61030913382089,1.07655508407781e-06,0.000226309336323168,0.000191789130483506,2888,"tags=30%, list=15%, signal=26%","ENSG00000184613/ENSG00000018236/ENSG00000106278/ENSG00000145147/ENSG00000174013/ENSG00000180370/ENSG00000169760/ENSG00000129682/ENSG00000112137/ENSG00000149294/ENSG00000106123/ENSG00000169439/ENSG00000079215/ENSG00000169750/ENSG00000137285/ENSG00000169067/ENSG00000184347/ENSG00000099250/ENSG00000198689/ENSG00000021645/ENSG00000176697/ENSG00000160145/ENSG00000152784/ENSG00000139220/ENSG00000154310/ENSG00000145242/ENSG00000151490/ENSG00000150093/ENSG00000117298/ENSG00000136603/ENSG00000125848/ENSG00000146242/ENSG00000100503/ENSG00000077264/ENSG00000118257/ENSG00000088899/ENSG00000016082/ENSG00000198910/ENSG00000185033/ENSG00000166963/ENSG00000075223/ENSG00000114315/ENSG00000153234/ENSG00000156642/ENSG00000100285/ENSG00000173402/ENSG00000149557/ENSG00000007372/ENSG00000138623/ENSG00000114251/ENSG00000147862/ENSG00000164885/ENSG00000182197/ENSG00000132932/ENSG00000148053/ENSG00000095397/ENSG00000067141/ENSG00000198753/ENSG00000149930/ENSG00000064300/ENSG00000204217/ENSG00000176101/ENSG00000143434/ENSG00000120756/ENSG00000078618/ENSG00000097007/ENSG00000006468/ENSG00000119866/ENSG00000135333/ENSG00000138311/ENSG00000081189/ENSG00000083290/ENSG00000132639/ENSG00000127870/ENSG00000137872/ENSG00000197959/ENSG00000105649/ENSG00000130827/ENSG00000137261/ENSG00000074181/ENSG00000133216/ENSG00000080815/ENSG00000164742/ENSG00000198576/ENSG00000130540/ENSG00000104290/ENSG00000151617/ENSG00000114999/ENSG00000213614/ENSG00000061337/ENSG00000243364/ENSG00000113758/ENSG00000078018/ENSG00000169375/ENSG00000154277/ENSG00000170017/ENSG00000151150/ENSG00000130479/ENSG00000140443/ENSG00000134250/ENSG00000010810/ENSG00000108947/ENSG00000196576/ENSG00000162490/ENSG00000183317/ENSG00000138814/ENSG00000169032/ENSG00000197892/ENSG00000073803/ENSG00000177169/ENSG00000011201/ENSG00000105245/ENSG00000171956/ENSG00000080371/ENSG00000106683/ENSG00000203879/ENSG00000135905/ENSG00000154928/ENSG00000143032/ENSG00000171862/ENSG00000105426/ENSG00000092421/ENSG00000242866/ENSG00000111962/ENSG00000163110/ENSG00000141503/ENSG00000135622/ENSG00000166313/ENSG00000101126/ENSG00000143126/ENSG00000171791/ENSG00000182704/ENSG00000137474/ENSG00000182580/ENSG00000197555/ENSG00000084093/ENSG00000072518/ENSG00000106571/ENSG00000124486/ENSG00000085433/ENSG00000038382/ENSG00000196338/ENSG00000167702/ENSG00000187764/ENSG00000134313/ENSG00000170340/ENSG00000105711/ENSG00000198198/ENSG00000187688"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis",452,-0.411993899076507,-1.68780969844016,1.14372550419487e-06,0.000234102551884939,0.000198393604079453,4734,"tags=35%, list=25%, signal=27%","ENSG00000130119/ENSG00000114316/ENSG00000161970/ENSG00000083896/ENSG00000169519/ENSG00000100697/ENSG00000139343/ENSG00000174243/ENSG00000123064/ENSG00000143748/ENSG00000213782/ENSG00000143751/ENSG00000100664/ENSG00000105193/ENSG00000146963/ENSG00000132275/ENSG00000058729/ENSG00000001497/ENSG00000185163/ENSG00000126749/ENSG00000171861/ENSG00000148688/ENSG00000189306/ENSG00000145375/ENSG00000198498/ENSG00000134597/ENSG00000132680/ENSG00000140939/ENSG00000104626/ENSG00000135821/ENSG00000134698/ENSG00000240682/ENSG00000178105/ENSG00000121058/ENSG00000089157/ENSG00000102241/ENSG00000278053/ENSG00000108561/ENSG00000225921/ENSG00000143368/ENSG00000106682/ENSG00000170889/ENSG00000117616/ENSG00000171763/ENSG00000011260/ENSG00000138382/ENSG00000141759/ENSG00000182872/ENSG00000063244/ENSG00000108651/ENSG00000126070/ENSG00000123737/ENSG00000100410/ENSG00000165630/ENSG00000142252/ENSG00000188573/ENSG00000117360/ENSG00000137876/ENSG00000127804/ENSG00000152464/ENSG00000064703/ENSG00000087269/ENSG00000137656/ENSG00000110107/ENSG00000171863/ENSG00000105447/ENSG00000140598/ENSG00000178982/ENSG00000077348/ENSG00000232119/ENSG00000104897/ENSG00000104872/ENSG00000107371/ENSG00000106263/ENSG00000075914/ENSG00000107581/ENSG00000029639/ENSG00000109536/ENSG00000205571/ENSG00000105671/ENSG00000139726/ENSG00000125743/ENSG00000117481/ENSG00000046647/ENSG00000142534/ENSG00000136450/ENSG00000096063/ENSG00000096384/ENSG00000181163/ENSG00000075856/ENSG00000107833/ENSG00000107937/ENSG00000146909/ENSG00000112739/ENSG00000145414/ENSG00000172062/ENSG00000111615/ENSG00000146109/ENSG00000080824/ENSG00000105202/ENSG00000105373/ENSG00000188529/ENSG00000166197/ENSG00000105618/ENSG00000132341/ENSG00000175792/ENSG00000183431/ENSG00000105372/ENSG00000111786/ENSG00000164985/ENSG00000143633/ENSG00000067248/ENSG00000156469/ENSG00000110958/ENSG00000168883/ENSG00000164167/ENSG00000104131/ENSG00000100201/ENSG00000083845/ENSG00000185246/ENSG00000118246/ENSG00000130741/ENSG00000100028/ENSG00000156256/ENSG00000278619/ENSG00000104884/ENSG00000167088/ENSG00000113360/ENSG00000065268/ENSG00000170515/ENSG00000125977/ENSG00000160214/ENSG00000151131/ENSG00000142541/ENSG00000074201/ENSG00000143486/ENSG00000108848/ENSG00000142207/ENSG00000183207/ENSG00000160256/ENSG00000083520/ENSG00000160208/ENSG00000101546/ENSG00000182810/ENSG00000241945/ENSG00000182362/ENSG00000132603/ENSG00000155393/ENSG00000141101/ENSG00000154548/ENSG00000223496/ENSG00000083635/ENSG00000141076/ENSG00000121274/ENSG00000120699/ENSG00000132600/ENSG00000135698/ENSG00000139842/ENSG00000189091"
"GO:0008544","GO:0008544","epidermis development",247,0.425556483821794,1.8011914571167,1.26704231631187e-06,0.000252693721442915,0.000214148960451954,3342,"tags=38%, list=18%, signal=32%","ENSG00000139292/ENSG00000135046/ENSG00000163347/ENSG00000092969/ENSG00000177628/ENSG00000124216/ENSG00000083444/ENSG00000137693/ENSG00000126821/ENSG00000136826/ENSG00000075426/ENSG00000118898/ENSG00000165124/ENSG00000150457/ENSG00000127863/ENSG00000107984/ENSG00000079999/ENSG00000265972/ENSG00000164379/ENSG00000104763/ENSG00000168615/ENSG00000149418/ENSG00000027075/ENSG00000106397/ENSG00000114315/ENSG00000151748/ENSG00000124762/ENSG00000158813/ENSG00000105976/ENSG00000120149/ENSG00000007372/ENSG00000114251/ENSG00000012232/ENSG00000118523/ENSG00000134317/ENSG00000065618/ENSG00000114270/ENSG00000144802/ENSG00000164659/ENSG00000101384/ENSG00000128016/ENSG00000182197/ENSG00000095397/ENSG00000064300/ENSG00000122641/ENSG00000120756/ENSG00000221926/ENSG00000178209/ENSG00000196878/ENSG00000123364/ENSG00000185668/ENSG00000185022/ENSG00000066322/ENSG00000205213/ENSG00000142627/ENSG00000002745/ENSG00000115461/ENSG00000101846/ENSG00000197063/ENSG00000104290/ENSG00000196591/ENSG00000204103/ENSG00000111424/ENSG00000186716/ENSG00000164093/ENSG00000138814/ENSG00000159184/ENSG00000169032/ENSG00000112473/ENSG00000116285/ENSG00000087494/ENSG00000033867/ENSG00000105229/ENSG00000112033/ENSG00000165272/ENSG00000242866/ENSG00000143631/ENSG00000171791/ENSG00000159450/ENSG00000137474/ENSG00000197191/ENSG00000115459/ENSG00000084093/ENSG00000173083/ENSG00000124151/ENSG00000116990/ENSG00000166886/ENSG00000108839/ENSG00000136068/ENSG00000117425/ENSG00000189143/ENSG00000125378/ENSG00000175832/ENSG00000171720/ENSG00000169692"
"GO:0042060","GO:0042060","wound healing",311,0.398193591150377,1.72793836027787,1.7722081680717e-06,0.000344605878281543,0.000292041251275395,3310,"tags=35%, list=18%, signal=30%","ENSG00000144339/ENSG00000114209/ENSG00000135046/ENSG00000179348/ENSG00000163347/ENSG00000076706/ENSG00000026508/ENSG00000092969/ENSG00000116711/ENSG00000137693/ENSG00000197747/ENSG00000150093/ENSG00000118898/ENSG00000165124/ENSG00000124942/ENSG00000113070/ENSG00000006327/ENSG00000196588/ENSG00000165775/ENSG00000100644/ENSG00000182718/ENSG00000138448/ENSG00000141968/ENSG00000136859/ENSG00000086062/ENSG00000105767/ENSG00000166311/ENSG00000144824/ENSG00000146535/ENSG00000118503/ENSG00000173402/ENSG00000130635/ENSG00000124762/ENSG00000121966/ENSG00000120149/ENSG00000115486/ENSG00000057019/ENSG00000160323/ENSG00000051382/ENSG00000114251/ENSG00000182197/ENSG00000138119/ENSG00000082781/ENSG00000173376/ENSG00000171155/ENSG00000181467/ENSG00000116266/ENSG00000178209/ENSG00000198663/ENSG00000159176/ENSG00000124145/ENSG00000159307/ENSG00000164695/ENSG00000001561/ENSG00000154188/ENSG00000198682/ENSG00000164251/ENSG00000142871/ENSG00000105649/ENSG00000085063/ENSG00000133216/ENSG00000167004/ENSG00000003436/ENSG00000117525/ENSG00000137801/ENSG00000184500/ENSG00000155760/ENSG00000102265/ENSG00000138185/ENSG00000105825/ENSG00000134250/ENSG00000177697/ENSG00000147457/ENSG00000136574/ENSG00000138814/ENSG00000138639/ENSG00000135919/ENSG00000116044/ENSG00000127324/ENSG00000132170/ENSG00000129474/ENSG00000154305/ENSG00000162493/ENSG00000165215/ENSG00000171862/ENSG00000112033/ENSG00000181104/ENSG00000204580/ENSG00000160712/ENSG00000100292/ENSG00000011422/ENSG00000164111/ENSG00000182704/ENSG00000137076/ENSG00000173083/ENSG00000130962/ENSG00000104368/ENSG00000151914/ENSG00000107104/ENSG00000169860/ENSG00000167193/ENSG00000086065/ENSG00000108839/ENSG00000167397/ENSG00000189143/ENSG00000261150/ENSG00000106991/ENSG00000110080/ENSG00000196924/ENSG00000106799"
"GO:0001558","GO:0001558","regulation of cell growth",333,0.391778367354317,1.70188140015956,1.87330729175365e-06,0.000355380100372192,0.000301172022104271,3142,"tags=33%, list=17%, signal=28%","ENSG00000137142/ENSG00000145147/ENSG00000129682/ENSG00000092969/ENSG00000141753/ENSG00000113916/ENSG00000184347/ENSG00000101349/ENSG00000153071/ENSG00000099250/ENSG00000184937/ENSG00000145423/ENSG00000176697/ENSG00000137693/ENSG00000197594/ENSG00000136999/ENSG00000118515/ENSG00000188729/ENSG00000104332/ENSG00000079841/ENSG00000113070/ENSG00000119401/ENSG00000187955/ENSG00000146674/ENSG00000137845/ENSG00000198910/ENSG00000152377/ENSG00000171603/ENSG00000116741/ENSG00000107175/ENSG00000068001/ENSG00000185345/ENSG00000124762/ENSG00000121966/ENSG00000057019/ENSG00000138623/ENSG00000114251/ENSG00000012232/ENSG00000080503/ENSG00000213445/ENSG00000164885/ENSG00000188215/ENSG00000166148/ENSG00000162998/ENSG00000188613/ENSG00000119487/ENSG00000132872/ENSG00000149930/ENSG00000122641/ENSG00000204217/ENSG00000143434/ENSG00000097007/ENSG00000123080/ENSG00000104205/ENSG00000119866/ENSG00000187079/ENSG00000139182/ENSG00000135333/ENSG00000129355/ENSG00000117152/ENSG00000160211/ENSG00000152661/ENSG00000083290/ENSG00000127870/ENSG00000136937/ENSG00000137872/ENSG00000149357/ENSG00000130147/ENSG00000130827/ENSG00000115461/ENSG00000137261/ENSG00000129484/ENSG00000179833/ENSG00000114999/ENSG00000163794/ENSG00000078018/ENSG00000169375/ENSG00000162490/ENSG00000073803/ENSG00000135919/ENSG00000167965/ENSG00000177169/ENSG00000080371/ENSG00000137575/ENSG00000106683/ENSG00000203879/ENSG00000143032/ENSG00000105426/ENSG00000101665/ENSG00000112033/ENSG00000135622/ENSG00000204580/ENSG00000117676/ENSG00000101126/ENSG00000161921/ENSG00000022267/ENSG00000171791/ENSG00000167565/ENSG00000114861/ENSG00000187764/ENSG00000187688/ENSG00000140961/ENSG00000008128/ENSG00000090020/ENSG00000184349/ENSG00000167193/ENSG00000141564/ENSG00000131238/ENSG00000185043/ENSG00000100532/ENSG00000105887"
"GO:0043065","GO:0043065","positive regulation of apoptotic process",425,0.360804827048182,1.59655104014737,2.25333448250111e-06,0.0004172960858308,0.000353643622291277,2573,"tags=30%, list=14%, signal=26%","ENSG00000145147/ENSG00000006747/ENSG00000125845/ENSG00000114346/ENSG00000120885/ENSG00000180370/ENSG00000135046/ENSG00000163558/ENSG00000092969/ENSG00000113916/ENSG00000184937/ENSG00000145423/ENSG00000130222/ENSG00000162772/ENSG00000150093/ENSG00000136603/ENSG00000150457/ENSG00000104332/ENSG00000117984/ENSG00000172059/ENSG00000123612/ENSG00000006327/ENSG00000081320/ENSG00000265972/ENSG00000030582/ENSG00000146674/ENSG00000197081/ENSG00000138061/ENSG00000143878/ENSG00000118432/ENSG00000062524/ENSG00000145335/ENSG00000196730/ENSG00000086062/ENSG00000064012/ENSG00000124766/ENSG00000166311/ENSG00000162734/ENSG00000151748/ENSG00000068001/ENSG00000135916/ENSG00000188763/ENSG00000099860/ENSG00000132824/ENSG00000164938/ENSG00000120149/ENSG00000171867/ENSG00000051382/ENSG00000114251/ENSG00000118217/ENSG00000164885/ENSG00000161011/ENSG00000188215/ENSG00000136717/ENSG00000162998/ENSG00000091409/ENSG00000104765/ENSG00000164532/ENSG00000109670/ENSG00000044115/ENSG00000003400/ENSG00000175197/ENSG00000086061/ENSG00000064300/ENSG00000122641/ENSG00000116717/ENSG00000168918/ENSG00000097007/ENSG00000100097/ENSG00000103811/ENSG00000135333/ENSG00000159202/ENSG00000113580/ENSG00000081189/ENSG00000142867/ENSG00000166033/ENSG00000123689/ENSG00000214253/ENSG00000109861/ENSG00000120889/ENSG00000150459/ENSG00000042286/ENSG00000142871/ENSG00000133874/ENSG00000148677/ENSG00000101412/ENSG00000167004/ENSG00000080815/ENSG00000117525/ENSG00000119699/ENSG00000177606/ENSG00000106004/ENSG00000137801/ENSG00000198959/ENSG00000176720/ENSG00000073756/ENSG00000132906/ENSG00000181649/ENSG00000198722/ENSG00000084676/ENSG00000111424/ENSG00000134250/ENSG00000085741/ENSG00000196388/ENSG00000148180/ENSG00000117318/ENSG00000167114/ENSG00000112378/ENSG00000189403/ENSG00000132170/ENSG00000167136/ENSG00000078237/ENSG00000171552/ENSG00000116688/ENSG00000112242/ENSG00000105229/ENSG00000140557/ENSG00000119383/ENSG00000108387/ENSG00000077092/ENSG00000181104/ENSG00000127191/ENSG00000114023/ENSG00000172613/ENSG00000100292/ENSG00000132382/ENSG00000166313"
